date,bodyweight,lift,weight,reps,set_type,notes,sleep
2025-08-27,79.8,squat,115,3,t1,,9
2025-08-27,79.8,squat,110,3,t1,,9
2025-08-27,79.8,squat,102.5,5,t1,,9
2025-08-27,79.8,squat,95,5,t1,,9
2025-08-27,79.8,squat,87.5,10,t1_amrap,programmed 5+,9
2025-08-27,79.8,sumo_deadlift,75,5,t2,,9
2025-08-27,79.8,sumo_deadlift,87.5,5,t2,,9
2025-08-27,79.8,sumo_deadlift,102.5,3,t2,,9
2025-08-27,79.8,sumo_deadlift,102.5,5,t2,,9
2025-08-27,79.8,sumo_deadlift,102.5,7,t2,,9
2025-08-27,79.8,sumo_deadlift,102.5,4,t2,,9
2025-08-27,79.8,sumo_deadlift,102.5,7,t2,,9
2025-08-27,79.8,sumo_deadlift,102.5,8,t2,,9
2025-08-27,79.8,pendlay_row,45,9,accessory,,9
2025-08-27,79.8,pendlay_row,45,9,accessory,,9
2025-08-28,79.2,bench,72.5,5,t1,,7.8
2025-08-28,79.2,bench,80,3,t1,,7.8
2025-08-28,79.2,bench,90,2,t1_amrap,programmed 1+,7.8
2025-08-28,79.2,bench,85,3,t1,,7.8
2025-08-28,79.2,bench,80,5,t1,,7.8
2025-08-28,79.2,bench,77.5,3,t1,,7.8
2025-08-28,79.2,bench,72.5,5,t1,,7.8
2025-08-28,79.2,bench,67.5,3,t1,,7.8
2025-08-28,79.2,bench,62.5,9,t1_amrap,programmed 5+,7.8
2025-08-28,79.2,cgbench,32.5,6,t2,,7.8
2025-08-28,79.2,cgbench,40,5,t2,,7.8
2025-08-28,79.2,cgbench,47.5,3,t2,,7.8
2025-08-28,79.2,cgbench,47.5,5,t2,,7.8
2025-08-28,79.2,cgbench,47.5,7,t2,,7.8
2025-08-28,79.2,cgbench,47.5,4,t2,,7.8
2025-08-28,79.2,cgbench,47.5,6,t2,,7.8
2025-08-28,79.2,cgbench,47.5,8,t2,,7.8
2025-08-28,79.2,face_pull,20,15,accessory,,7.8
2025-08-28,79.2,face_pull,20,15,accessory,,7.8
2025-08-28,79.2,pendlay_row,45,9,accessory,,7.8
2025-08-28,79.2,pendlay_row,45,9,accessory,,7.8
2025-08-29,80.2,deadlift,115,3,t1,,7.6
2025-08-29,80.2,deadlift,115,3,t1,,7.6
2025-08-29,80.2,deadlift,115,6,t1_amrap,programmed 3+,7.6
2025-08-29,80.2,deadlift,115,3,t1,,7.6
2025-08-29,80.2,deadlift,115,3,t1,,7.6
2025-08-29,80.2,deadlift,115,3,t1,,7.6
2025-08-29,80.2,deadlift,115,3,t1,,7.6
2025-08-29,80.2,deadlift,115,3,t1,,7.6
2025-08-29,80.2,deadlift,115,3,t1,,7.6
2025-08-29,80.2,front_squat,42.5,5,t2,,7.6
2025-08-29,80.2,front_squat,42.5,5,t2,,7.6
2025-08-29,80.2,front_squat,42.5,3,t2,,7.6
2025-08-29,80.2,front_squat,42.5,5,t2,,7.6
2025-08-29,80.2,front_squat,42.5,5,t2,,7.6
2025-08-29,80.2,front_squat,42.5,3,t2,,7.6
2025-08-29,80.2,front_squat,42.5,5,t2,,7.6
2025-08-29,80.2,front_squat,42.5,5,t2,,7.6
2025-08-29,80.2,pendlay_row,45,8,accessory,,7.6
2025-08-29,80.2,pendlay_row,45,8,accessory,,7.6
2025-08-30,80.4,bench,62.5,8,t1,,8.3
2025-08-30,80.4,bench,72.5,6,t1,,8.3
2025-08-30,80.4,bench,82.5,4,t1,,8.3
2025-08-30,80.4,bench,82.5,4,t1,,8.3
2025-08-30,80.4,bench,82.5,4,t1,,8.3
2025-08-30,80.4,bench,77.5,5,t1,,8.3
2025-08-30,80.4,bench,72.5,6,t1,,8.3
2025-08-30,80.4,bench,67.5,7,t1,,8.3
2025-08-30,80.4,bench,62.5,10,t1_amrap,programmed 8+,8.3
2025-08-30,80.4,ohp,32.5,6,t2,,8.3
2025-08-30,80.4,ohp,37.5,5,t2,,8.3
2025-08-30,80.4,ohp,45,3,t2,,8.3
2025-08-30,80.4,ohp,45,6,t2,,8.3
2025-08-30,80.4,ohp,45,7,t2,,8.3
2025-08-30,80.4,ohp,45,4,t2,,8.3
2025-08-30,80.4,ohp,45,6,t2,,8.3
2025-08-30,80.4,ohp,45,8,t2,,8.3
2025-08-30,80.4,face_pull,20,14,accessory,,8.3
2025-08-30,80.4,face_pull,20,14,accessory,,8.3
2025-08-31,80.1,deadlift,122.5,5,t1,,6.6
2025-08-31,80.1,deadlift,140,3,t1,,6.6
2025-08-31,80.1,deadlift,155,3,t1_amrap,programmed 1+,6.6
2025-08-31,80.1,deadlift,147.5,3,t1,,6.6
2025-08-31,80.1,deadlift,140,3,t1,,6.6
2025-08-31,80.1,deadlift,130,3,t1,,6.6
2025-08-31,80.1,deadlift,122.5,3,t1,,6.6
2025-08-31,80.1,deadlift,115,3,t1,,6.6
2025-08-31,80.1,deadlift,107.5,4,t1_amrap,programmed 3+,6.6
2025-08-31,80.1,front_squat,32.5,5,t2,,6.6
2025-08-31,80.1,front_squat,42.5,5,t2,,6.6
2025-08-31,80.1,front_squat,52.5,3,t2,,6.6
2025-08-31,80.1,front_squat,52.5,5,t2,,6.6
2025-08-31,80.1,front_squat,52.5,7,t2,,6.6
2025-08-31,80.1,front_squat,52.5,4,t2,,6.6
2025-08-31,80.1,front_squat,52.5,6,t2,,6.6
2025-08-31,80.1,front_squat,52.5,8,t2,,6.6
2025-08-31,80.1,pendlay_row,45,6,accessory,,6.6
2025-08-31,80.1,pendlay_row,45,6,accessory,,6.6
2025-09-01,80.7,ohp,47.5,5,t1,,7
2025-09-01,80.7,ohp,52.5,3,t1,,7
2025-09-01,80.7,ohp,60,2,t1_amrap,programmed 1+,7
2025-09-01,80.7,ohp,57.5,3,t1,,7
2025-09-01,80.7,ohp,52.5,3,t1,,7
2025-09-01,80.7,ohp,50,3,t1,,7
2025-09-01,80.7,ohp,47.5,5,t1,,7
2025-09-01,80.7,ohp,45,5,t1,,7
2025-09-01,80.7,ohp,40,7,t1_amrap,programmed 5+,7
2025-09-01,80.7,incline_bench,32.5,6,t2,,7
2025-09-01,80.7,incline_bench,40,5,t2,,7
2025-09-01,80.7,incline_bench,47.5,3,t2,,7
2025-09-01,80.7,incline_bench,47.5,5,t2,,7
2025-09-01,80.7,incline_bench,47.5,7,t2,,7
2025-09-01,80.7,incline_bench,47.5,4,t2,,7
2025-09-01,80.7,incline_bench,47.5,6,t2,,7
2025-09-01,80.7,incline_bench,47.5,8,t2,,7
2025-09-01,80.7,face_pull,20,15,accessory,,7
2025-09-01,80.7,face_pull,20,15,accessory,,7
2025-09-01,80.7,pendlay_row,45,7,accessory,,7
2025-09-01,80.7,pendlay_row,45,7,accessory,,7
2025-09-03,79.6,squat,102.5,5,t1,,6.3
2025-09-03,79.6,squat,115,3,t1,,6.3
2025-09-03,79.6,squat,130,5,t1_amrap,programmed 1+,6.3
2025-09-03,79.6,squat,122.5,3,t1,,6.3
2025-09-03,79.6,squat,115,3,t1,,6.3
2025-09-03,79.6,squat,110,3,t1,,6.3
2025-09-03,79.6,squat,102.5,5,t1,,6.3
2025-09-03,79.6,squat,95,5,t1,,6.3
2025-09-03,79.6,squat,87.5,8,t1_amrap,programmed 5+,6.3
2025-09-03,79.6,sumo_deadlift,75,5,t2,,6.3
2025-09-03,79.6,sumo_deadlift,87.5,5,t2,,6.3
2025-09-03,79.6,sumo_deadlift,102.5,4,t2,,6.3
2025-09-03,79.6,sumo_deadlift,102.5,5,t2,,6.3
2025-09-03,79.6,sumo_deadlift,102.5,7,t2,,6.3
2025-09-03,79.6,sumo_deadlift,102.5,4,t2,,6.3
2025-09-03,79.6,sumo_deadlift,102.5,6,t2,,6.3
2025-09-03,79.6,sumo_deadlift,102.5,8,t2,,6.3
2025-09-03,79.6,pendlay_row,45,10,accessory,,6.3
2025-09-03,79.6,pendlay_row,45,10,accessory,,6.3
2025-09-04,80.1,bench,72.5,5,t1,,7
2025-09-04,80.1,bench,82.5,3,t1,,7
2025-09-04,80.1,bench,92.5,4,t1_amrap,programmed 1+,7
2025-09-04,80.1,bench,87.5,3,t1,,7
2025-09-04,80.1,bench,82.5,5,t1,,7
2025-09-04,80.1,bench,77.5,3,t1,,7
2025-09-04,80.1,bench,72.5,5,t1,,7
2025-09-04,80.1,bench,67.5,3,t1,,7
2025-09-04,80.1,bench,62.5,9,t1_amrap,programmed 5+,7
2025-09-04,80.1,cgbench,32.5,6,t2,,7
2025-09-04,80.1,cgbench,42.5,5,t2,,7
2025-09-04,80.1,cgbench,50,3,t2,,7
2025-09-04,80.1,cgbench,50,5,t2,,7
2025-09-04,80.1,cgbench,50,7,t2,,7
2025-09-04,80.1,cgbench,50,4,t2,,7
2025-09-04,80.1,cgbench,50,6,t2,,7
2025-09-04,80.1,cgbench,50,9,t2,,7
2025-09-04,80.1,face_pull,20,17,accessory,,7
2025-09-04,80.1,face_pull,20,17,accessory,,7
2025-09-04,80.1,pendlay_row,45,10,accessory,,7
2025-09-04,80.1,pendlay_row,45,10,accessory,,7
2025-09-05,80.5,deadlift,115,3,t1,,7.9
2025-09-05,80.5,deadlift,115,3,t1,,7.9
2025-09-05,80.5,deadlift,115,4,t1_amrap,programmed 3+,7.9
2025-09-05,80.5,deadlift,115,3,t1,,7.9
2025-09-05,80.5,deadlift,115,3,t1,,7.9
2025-09-05,80.5,deadlift,115,3,t1,,7.9
2025-09-05,80.5,deadlift,115,3,t1,,7.9
2025-09-05,80.5,deadlift,115,3,t1,,7.9
2025-09-05,80.5,deadlift,115,3,t1,,7.9
2025-09-05,80.5,front_squat,42.5,5,t2,,7.9
2025-09-05,80.5,front_squat,42.5,5,t2,,7.9
2025-09-05,80.5,front_squat,42.5,3,t2,,7.9
2025-09-05,80.5,front_squat,42.5,6,t2,,7.9
2025-09-05,80.5,front_squat,42.5,5,t2,,7.9
2025-09-05,80.5,front_squat,42.5,3,t2,,7.9
2025-09-05,80.5,front_squat,42.5,5,t2,,7.9
2025-09-05,80.5,front_squat,42.5,5,t2,,7.9
2025-09-05,80.5,pendlay_row,45,7,accessory,,7.9
2025-09-05,80.5,pendlay_row,45,7,accessory,,7.9
2025-09-06,80.6,bench,42.5,3,testing,1RM testing day,6.7
2025-09-06,80.6,bench,55,3,testing,,6.7
2025-09-06,80.6,bench,65,3,testing,,6.7
2025-09-06,80.6,bench,75,3,testing,,6.7
2025-09-06,80.6,bench,87.5,3,testing,,6.7
2025-09-06,80.6,bench,97.5,2,testing,,6.7
2025-09-06,80.6,bench,102.5,2,testing,,6.7
2025-09-06,80.6,bench,110,1,testing,max attempt,6.7
2025-09-06,80.6,squat,60,3,testing,1RM testing day,6.7
2025-09-06,80.6,squat,75,3,testing,,6.7
2025-09-06,80.6,squat,90,3,testing,,6.7
2025-09-06,80.6,squat,105,3,testing,,6.7
2025-09-06,80.6,squat,120,3,testing,,6.7
2025-09-06,80.6,squat,135,1,testing,,6.7
2025-09-06,80.6,squat,142.5,2,testing,,6.7
2025-09-06,80.6,squat,150,1,testing,max attempt,6.7
2025-09-06,80.6,deadlift,72.5,3,testing,1RM testing day,6.7
2025-09-06,80.6,deadlift,90,3,testing,,6.7
2025-09-06,80.6,deadlift,110,3,testing,,6.7
2025-09-06,80.6,deadlift,127.5,3,testing,,6.7
2025-09-06,80.6,deadlift,145,3,testing,,6.7
2025-09-06,80.6,deadlift,165,2,testing,,6.7
2025-09-06,80.6,deadlift,172.5,1,testing,,6.7
2025-09-06,80.6,deadlift,182.5,1,testing,max attempt,6.7
2025-09-06,80.6,ohp,27.5,3,testing,1RM testing day,6.7
2025-09-06,80.6,ohp,35,3,testing,,6.7
2025-09-06,80.6,ohp,42.5,3,testing,,6.7
2025-09-06,80.6,ohp,50,3,testing,,6.7
2025-09-06,80.6,ohp,55,3,testing,,6.7
2025-09-06,80.6,ohp,62.5,2,testing,,6.7
2025-09-06,80.6,ohp,67.5,1,testing,,6.7
2025-09-06,80.6,ohp,70,1,testing,max attempt,6.7
2025-09-07,80.6,bench,62.5,8,t1,,6.9
2025-09-07,80.6,bench,72.5,6,t1,,6.9
2025-09-07,80.6,bench,82.5,4,t1,,6.9
2025-09-07,80.6,bench,82.5,4,t1,,6.9
2025-09-07,80.6,bench,82.5,4,t1,,6.9
2025-09-07,80.6,bench,77.5,5,t1,,6.9
2025-09-07,80.6,bench,72.5,6,t1,,6.9
2025-09-07,80.6,bench,67.5,7,t1,,6.9
2025-09-07,80.6,bench,62.5,9,t1_amrap,programmed 8+,6.9
2025-09-07,80.6,ohp,32.5,6,t2,,6.9
2025-09-07,80.6,ohp,37.5,5,t2,,6.9
2025-09-07,80.6,ohp,45,3,t2,,6.9
2025-09-07,80.6,ohp,45,5,t2,,6.9
2025-09-07,80.6,ohp,45,7,t2,,6.9
2025-09-07,80.6,ohp,45,4,t2,,6.9
2025-09-07,80.6,ohp,45,6,t2,,6.9
2025-09-07,80.6,ohp,45,8,t2,,6.9
2025-09-07,80.6,face_pull,20,13,accessory,,6.9
2025-09-07,80.6,face_pull,20,13,accessory,,6.9
2025-09-08,79.5,deadlift,122.5,5,t1,,7.2
2025-09-08,79.5,deadlift,140,3,t1,,7.2
2025-09-08,79.5,deadlift,155,4,t1_amrap,programmed 1+,7.2
2025-09-08,79.5,deadlift,147.5,3,t1,,7.2
2025-09-08,79.5,deadlift,140,3,t1,,7.2
2025-09-08,79.5,deadlift,130,3,t1,,7.2
2025-09-08,79.5,deadlift,122.5,3,t1,,7.2
2025-09-08,79.5,deadlift,115,3,t1,,7.2
2025-09-08,79.5,deadlift,107.5,5,t1_amrap,programmed 3+,7.2
2025-09-08,79.5,front_squat,32.5,6,t2,,7.2
2025-09-08,79.5,front_squat,42.5,5,t2,,7.2
2025-09-08,79.5,front_squat,52.5,3,t2,,7.2
2025-09-08,79.5,front_squat,52.5,5,t2,,7.2
2025-09-08,79.5,front_squat,52.5,7,t2,,7.2
2025-09-08,79.5,front_squat,52.5,4,t2,,7.2
2025-09-08,79.5,front_squat,52.5,6,t2,,7.2
2025-09-08,79.5,front_squat,52.5,8,t2,,7.2
2025-09-08,79.5,pendlay_row,45,9,accessory,,7.2
2025-09-08,79.5,pendlay_row,45,9,accessory,,7.2
2025-09-09,80.1,ohp,47.5,5,t1,,5.5
2025-09-09,80.1,ohp,52.5,3,t1,,5.5
2025-09-09,80.1,ohp,60,2,t1_amrap,programmed 1+,5.5
2025-09-09,80.1,ohp,57.5,3,t1,,5.5
2025-09-09,80.1,ohp,52.5,3,t1,,5.5
2025-09-09,80.1,ohp,50,3,t1,,5.5
2025-09-09,80.1,ohp,47.5,5,t1,,5.5
2025-09-09,80.1,ohp,45,5,t1,,5.5
2025-09-09,80.1,ohp,40,6,t1_amrap,programmed 5+,5.5
2025-09-09,80.1,incline_bench,32.5,6,t2,,5.5
2025-09-09,80.1,incline_bench,40,5,t2,,5.5
2025-09-09,80.1,incline_bench,47.5,3,t2,,5.5
2025-09-09,80.1,incline_bench,47.5,5,t2,,5.5
2025-09-09,80.1,incline_bench,47.5,7,t2,,5.5
2025-09-09,80.1,incline_bench,47.5,4,t2,,5.5
2025-09-09,80.1,incline_bench,47.5,6,t2,,5.5
2025-09-09,80.1,incline_bench,47.5,8,t2,,5.5
2025-09-09,80.1,face_pull,20,13,accessory,,5.5
2025-09-09,80.1,face_pull,20,13,accessory,,5.5
2025-09-09,80.1,pendlay_row,45,10,accessory,,5.5
2025-09-09,80.1,pendlay_row,45,10,accessory,,5.5
2025-09-10,80.3,squat,102.5,5,t1,,6.7
2025-09-10,80.3,squat,115,3,t1,,6.7
2025-09-10,80.3,squat,130,4,t1_amrap,programmed 1+,6.7
2025-09-10,80.3,squat,122.5,3,t1,,6.7
2025-09-10,80.3,squat,115,3,t1,,6.7
2025-09-10,80.3,squat,110,3,t1,,6.7
2025-09-10,80.3,squat,102.5,5,t1,,6.7
2025-09-10,80.3,squat,95,5,t1,,6.7
2025-09-10,80.3,squat,87.5,6,t1_amrap,programmed 5+,6.7
2025-09-10,80.3,sumo_deadlift,75,5,t2,,6.7
2025-09-10,80.3,sumo_deadlift,87.5,5,t2,,6.7
2025-09-10,80.3,sumo_deadlift,102.5,3,t2,,6.7
2025-09-10,80.3,sumo_deadlift,102.5,5,t2,,6.7
2025-09-10,80.3,sumo_deadlift,102.5,8,t2,,6.7
2025-09-10,80.3,sumo_deadlift,102.5,4,t2,,6.7
2025-09-10,80.3,sumo_deadlift,102.5,5,t2,,6.7
2025-09-10,80.3,sumo_deadlift,102.5,8,t2,,6.7
2025-09-10,80.3,pendlay_row,45,9,accessory,,6.7
2025-09-10,80.3,pendlay_row,45,9,accessory,,6.7
2025-09-11,80.9,bench,72.5,5,t1,,7.1
2025-09-11,80.9,bench,82.5,3,t1,,7.1
2025-09-11,80.9,bench,92.5,2,t1_amrap,programmed 1+,7.1
2025-09-11,80.9,bench,87.5,3,t1,,7.1
2025-09-11,80.9,bench,82.5,5,t1,,7.1
2025-09-11,80.9,bench,77.5,3,t1,,7.1
2025-09-11,80.9,bench,72.5,5,t1,,7.1
2025-09-11,80.9,bench,67.5,3,t1,,7.1
2025-09-11,80.9,bench,62.5,6,t1_amrap,programmed 5+,7.1
2025-09-11,80.9,cgbench,32.5,6,t2,,7.1
2025-09-11,80.9,cgbench,42.5,5,t2,,7.1
2025-09-11,80.9,cgbench,50,3,t2,,7.1
2025-09-11,80.9,cgbench,50,5,t2,,7.1
2025-09-11,80.9,cgbench,50,7,t2,,7.1
2025-09-11,80.9,cgbench,50,4,t2,,7.1
2025-09-11,80.9,cgbench,50,5,t2,,7.1
2025-09-11,80.9,cgbench,50,8,t2,,7.1
2025-09-11,80.9,face_pull,20,15,accessory,,7.1
2025-09-11,80.9,face_pull,20,15,accessory,,7.1
2025-09-11,80.9,pendlay_row,45,7,accessory,,7.1
2025-09-11,80.9,pendlay_row,45,7,accessory,,7.1
2025-09-12,80.7,deadlift,115,3,t1,,7.2
2025-09-12,80.7,deadlift,115,3,t1,,7.2
2025-09-12,80.7,deadlift,115,6,t1_amrap,programmed 3+,7.2
2025-09-12,80.7,deadlift,115,3,t1,,7.2
2025-09-12,80.7,deadlift,115,3,t1,,7.2
2025-09-12,80.7,deadlift,115,3,t1,,7.2
2025-09-12,80.7,deadlift,115,3,t1,,7.2
2025-09-12,80.7,deadlift,115,3,t1,,7.2
2025-09-12,80.7,deadlift,115,3,t1,,7.2
2025-09-12,80.7,front_squat,42.5,5,t2,,7.2
2025-09-12,80.7,front_squat,42.5,4,t2,,7.2
2025-09-12,80.7,front_squat,42.5,3,t2,,7.2
2025-09-12,80.7,front_squat,42.5,4,t2,,7.2
2025-09-12,80.7,front_squat,42.5,5,t2,,7.2
2025-09-12,80.7,front_squat,42.5,3,t2,,7.2
2025-09-12,80.7,front_squat,42.5,5,t2,,7.2
2025-09-12,80.7,front_squat,42.5,5,t2,,7.2
2025-09-12,80.7,pendlay_row,45,10,accessory,,7.2
2025-09-12,80.7,pendlay_row,45,10,accessory,,7.2
2025-09-13,79.7,bench,62.5,8,t1,,6.4
2025-09-13,79.7,bench,72.5,6,t1,,6.4
2025-09-13,79.7,bench,82.5,4,t1,,6.4
2025-09-13,79.7,bench,82.5,4,t1,,6.4
2025-09-13,79.7,bench,82.5,4,t1,,6.4
2025-09-13,79.7,bench,77.5,5,t1,,6.4
2025-09-13,79.7,bench,72.5,6,t1,,6.4
2025-09-13,79.7,bench,67.5,7,t1,,6.4
2025-09-13,79.7,bench,62.5,12,t1_amrap,programmed 8+,6.4
2025-09-13,79.7,ohp,32.5,6,t2,,6.4
2025-09-13,79.7,ohp,40,5,t2,,6.4
2025-09-13,79.7,ohp,45,3,t2,,6.4
2025-09-13,79.7,ohp,45,5,t2,,6.4
2025-09-13,79.7,ohp,45,7,t2,,6.4
2025-09-13,79.7,ohp,45,3,t2,,6.4
2025-09-13,79.7,ohp,45,6,t2,,6.4
2025-09-13,79.7,ohp,45,8,t2,,6.4
2025-09-13,79.7,face_pull,22.5,16,accessory,,6.4
2025-09-13,79.7,face_pull,22.5,16,accessory,,6.4
2025-09-14,80.5,deadlift,122.5,5,t1,,8.5
2025-09-14,80.5,deadlift,140,3,t1,,8.5
2025-09-14,80.5,deadlift,155,3,t1_amrap,programmed 1+,8.5
2025-09-14,80.5,deadlift,147.5,3,t1,,8.5
2025-09-14,80.5,deadlift,140,3,t1,,8.5
2025-09-14,80.5,deadlift,130,3,t1,,8.5
2025-09-14,80.5,deadlift,122.5,3,t1,,8.5
2025-09-14,80.5,deadlift,115,3,t1,,8.5
2025-09-14,80.5,deadlift,107.5,5,t1_amrap,programmed 3+,8.5
2025-09-14,80.5,front_squat,32.5,5,t2,,8.5
2025-09-14,80.5,front_squat,42.5,5,t2,,8.5
2025-09-14,80.5,front_squat,52.5,3,t2,,8.5
2025-09-14,80.5,front_squat,52.5,5,t2,,8.5
2025-09-14,80.5,front_squat,52.5,7,t2,,8.5
2025-09-14,80.5,front_squat,52.5,4,t2,,8.5
2025-09-14,80.5,front_squat,52.5,6,t2,,8.5
2025-09-14,80.5,front_squat,52.5,8,t2,,8.5
2025-09-14,80.5,pendlay_row,47.5,9,accessory,,8.5
2025-09-14,80.5,pendlay_row,47.5,9,accessory,,8.5
2025-09-16,80.1,ohp,50,5,t1,,6.1
2025-09-16,80.1,ohp,55,3,t1,,6.1
2025-09-16,80.1,ohp,62.5,4,t1_amrap,programmed 1+,6.1
2025-09-16,80.1,ohp,60,3,t1,,6.1
2025-09-16,80.1,ohp,55,3,t1,,6.1
2025-09-16,80.1,ohp,52.5,3,t1,,6.1
2025-09-16,80.1,ohp,50,5,t1,,6.1
2025-09-16,80.1,ohp,45,5,t1,,6.1
2025-09-16,80.1,ohp,42.5,10,t1_amrap,programmed 5+,6.1
2025-09-16,80.1,incline_bench,32.5,6,t2,,6.1
2025-09-16,80.1,incline_bench,40,5,t2,,6.1
2025-09-16,80.1,incline_bench,47.5,3,t2,,6.1
2025-09-16,80.1,incline_bench,47.5,5,t2,,6.1
2025-09-16,80.1,incline_bench,47.5,7,t2,,6.1
2025-09-16,80.1,incline_bench,47.5,4,t2,,6.1
2025-09-16,80.1,incline_bench,47.5,6,t2,,6.1
2025-09-16,80.1,incline_bench,47.5,8,t2,,6.1
2025-09-16,80.1,face_pull,22.5,16,accessory,,6.1
2025-09-16,80.1,face_pull,22.5,16,accessory,,6.1
2025-09-16,80.1,pendlay_row,47.5,7,accessory,,6.1
2025-09-16,80.1,pendlay_row,47.5,7,accessory,,6.1
2025-09-17,79.6,squat,102.5,5,t1,,7.5
2025-09-17,79.6,squat,115,3,t1,,7.5
2025-09-17,79.6,squat,130,2,t1_amrap,programmed 1+,7.5
2025-09-17,79.6,squat,122.5,3,t1,,7.5
2025-09-17,79.6,squat,115,3,t1,,7.5
2025-09-17,79.6,squat,110,3,t1,,7.5
2025-09-17,79.6,squat,102.5,5,t1,,7.5
2025-09-17,79.6,squat,95,5,t1,,7.5
2025-09-17,79.6,squat,87.5,7,t1_amrap,programmed 5+,7.5
2025-09-17,79.6,sumo_deadlift,75,5,t2,,7.5
2025-09-17,79.6,sumo_deadlift,87.5,5,t2,,7.5
2025-09-17,79.6,sumo_deadlift,102.5,3,t2,,7.5
2025-09-17,79.6,sumo_deadlift,102.5,5,t2,,7.5
2025-09-17,79.6,sumo_deadlift,102.5,7,t2,,7.5
2025-09-17,79.6,sumo_deadlift,102.5,4,t2,,7.5
2025-09-17,79.6,sumo_deadlift,102.5,6,t2,,7.5
2025-09-17,79.6,sumo_deadlift,102.5,8,t2,,7.5
2025-09-17,79.6,pendlay_row,47.5,9,accessory,,7.5
2025-09-17,79.6,pendlay_row,47.5,9,accessory,,7.5
2025-09-18,80.8,bench,72.5,5,t1,,7.4
2025-09-18,80.8,bench,82.5,3,t1,,7.4
2025-09-18,80.8,bench,92.5,2,t1_amrap,programmed 1+,7.4
2025-09-18,80.8,bench,87.5,3,t1,,7.4
2025-09-18,80.8,bench,82.5,5,t1,,7.4
2025-09-18,80.8,bench,77.5,3,t1,,7.4
2025-09-18,80.8,bench,72.5,5,t1,,7.4
2025-09-18,80.8,bench,67.5,3,t1,,7.4
2025-09-18,80.8,bench,62.5,7,t1_amrap,programmed 5+,7.4
2025-09-18,80.8,cgbench,32.5,6,t2,,7.4
2025-09-18,80.8,cgbench,42.5,5,t2,,7.4
2025-09-18,80.8,cgbench,50,3,t2,,7.4
2025-09-18,80.8,cgbench,50,5,t2,,7.4
2025-09-18,80.8,cgbench,50,7,t2,,7.4
2025-09-18,80.8,cgbench,50,4,t2,,7.4
2025-09-18,80.8,cgbench,50,6,t2,,7.4
2025-09-18,80.8,cgbench,50,8,t2,,7.4
2025-09-18,80.8,face_pull,22.5,15,accessory,,7.4
2025-09-18,80.8,face_pull,22.5,15,accessory,,7.4
2025-09-18,80.8,pendlay_row,47.5,9,accessory,,7.4
2025-09-18,80.8,pendlay_row,47.5,9,accessory,,7.4
2025-09-19,79.9,deadlift,115,3,t1,,8.4
2025-09-19,79.9,deadlift,115,3,t1,,8.4
2025-09-19,79.9,deadlift,115,4,t1_amrap,programmed 3+,8.4
2025-09-19,79.9,deadlift,115,3,t1,,8.4
2025-09-19,79.9,deadlift,115,3,t1,,8.4
2025-09-19,79.9,deadlift,115,3,t1,,8.4
2025-09-19,79.9,deadlift,115,3,t1,,8.4
2025-09-19,79.9,deadlift,115,3,t1,,8.4
2025-09-19,79.9,deadlift,115,3,t1,,8.4
2025-09-19,79.9,front_squat,42.5,5,t2,,8.4
2025-09-19,79.9,front_squat,42.5,5,t2,,8.4
2025-09-19,79.9,front_squat,42.5,3,t2,,8.4
2025-09-19,79.9,front_squat,42.5,5,t2,,8.4
2025-09-19,79.9,front_squat,42.5,5,t2,,8.4
2025-09-19,79.9,front_squat,42.5,3,t2,,8.4
2025-09-19,79.9,front_squat,42.5,5,t2,,8.4
2025-09-19,79.9,front_squat,42.5,5,t2,,8.4
2025-09-19,79.9,pendlay_row,47.5,9,accessory,,8.4
2025-09-19,79.9,pendlay_row,47.5,9,accessory,,8.4
2025-09-20,80.9,bench,62.5,8,t1,,7.6
2025-09-20,80.9,bench,72.5,6,t1,,7.6
2025-09-20,80.9,bench,82.5,4,t1,,7.6
2025-09-20,80.9,bench,82.5,4,t1,,7.6
2025-09-20,80.9,bench,82.5,4,t1,,7.6
2025-09-20,80.9,bench,77.5,5,t1,,7.6
2025-09-20,80.9,bench,72.5,6,t1,,7.6
2025-09-20,80.9,bench,67.5,7,t1,,7.6
2025-09-20,80.9,bench,62.5,12,t1_amrap,programmed 8+,7.6
2025-09-20,80.9,ohp,32.5,6,t2,,7.6
2025-09-20,80.9,ohp,40,5,t2,,7.6
2025-09-20,80.9,ohp,45,3,t2,,7.6
2025-09-20,80.9,ohp,45,5,t2,,7.6
2025-09-20,80.9,ohp,45,7,t2,,7.6
2025-09-20,80.9,ohp,45,4,t2,,7.6
2025-09-20,80.9,ohp,45,6,t2,,7.6
2025-09-20,80.9,ohp,45,8,t2,,7.6
2025-09-20,80.9,face_pull,22.5,13,accessory,,7.6
2025-09-20,80.9,face_pull,22.5,13,accessory,,7.6
2025-09-21,80,deadlift,127.5,5,t1,,8.3
2025-09-21,80,deadlift,142.5,3,t1,,8.3
2025-09-21,80,deadlift,160,6,t1_amrap,programmed 1+,8.3
2025-09-21,80,deadlift,152.5,3,t1,,8.3
2025-09-21,80,deadlift,142.5,3,t1,,8.3
2025-09-21,80,deadlift,135,3,t1,,8.3
2025-09-21,80,deadlift,127.5,3,t1,,8.3
2025-09-21,80,deadlift,117.5,3,t1,,8.3
2025-09-21,80,deadlift,110,6,t1_amrap,programmed 3+,8.3
2025-09-21,80,front_squat,35,5,t2,,8.3
